source,interaction,target
UBC_UBE2B,1,RFPL2
UBB_UBE2E2,1,RFPL2
UBA52_UBE2Z,1,RFPL2
RPS27A_UBE2L3,1,RFPL2
UBA52_UBE2B,1,RFPL2
UBB_UBE2L6,1,RFPL2
UBC_UBE2H,1,RFPL2
UBB_UBE2J2,1,RFPL2
RPS27A_UBE2L6,1,RFPL2
UBB_UBE2D4,1,RFPL2
RPS27A_UBE2K,1,RFPL2
UBB_UBE2D3,1,RFPL2
RPS27A_UBE2N,1,RFPL2
UBA52_UBE2E1,1,RFPL2
RPS27A_UBE2V1,1,RFPL2
UBC_UBE2Z,1,RFPL2
RPS27A_UBE2H,1,RFPL2
RPS27A_UBE2L5,1,RFPL2
UBA52_UBE2N,1,RFPL2
RPS27A_UBE2D3,1,RFPL2
RPS27A_UBE2R2,1,RFPL2
UBC_UBE2E2,1,RFPL2
UBA52_UBE2W,1,RFPL2
UBC_UBE2L3,1,RFPL2
UBB_UBE2D2,1,RFPL2
UBB_UBE2M,1,RFPL2
RPS27A_UBE2V2,1,RFPL2
RPS27A_UBE2NL,1,RFPL2
BIRC6_UBB,1,RFPL2
UBC_UBE2L6,1,RFPL2
RPS27A_UBE2G2,1,RFPL2
UBA52_UBE2Q1,1,RFPL2
UBC_UBE2M,1,RFPL2
RPS27A_UBE2J1,1,RFPL2
UBC_UBE2E1,1,RFPL2
UBA52_UBE2E2,1,RFPL2
UBC_UBE2Q2,1,RFPL2
RPS27A_UBE2D1,1,RFPL2
UBA52_UBE2G2,1,RFPL2
UBC_UBE2K,1,RFPL2
UBA52_UBE2NL,1,RFPL2
RPS27A_UBE2E1,1,RFPL2
UBB_UBE2J1,1,RFPL2
UBA52_UBE2E3,1,RFPL2
UBB_UBE2K,1,RFPL2
UBC_UBE2V2,1,RFPL2
UBB_UBE2W,1,RFPL2
UBC_UBE2L5,1,RFPL2
UBA52_UBE2R2,1,RFPL2
UBA52_UBE2K,1,RFPL2
UBB_UBE2N,1,RFPL2
UBB_UBE2V2,1,RFPL2
UBA52_UBE2Q2,1,RFPL2
UBA52_UBE2C,1,RFPL2
RPS27A_UBE2A,1,RFPL2
UBC_UBE2G1,1,RFPL2
UBB_UBE2Z,1,RFPL2
UBC_UBE2J2,1,RFPL2
RPS27A_UBE2E3,1,RFPL2
UBC_UBE2R2,1,RFPL2
RPS27A_UBE2Z,1,RFPL2
UBC_UBE2T,1,RFPL2
UBB_UBE2E1,1,RFPL2
UBA52_UBE2M,1,RFPL2
UBB_UBE2D1,1,RFPL2
UBC_UBE2D2,1,RFPL2
UBB_UBE2L3,1,RFPL2
RPS27A_UBE2J2,1,RFPL2
UBC_UBE2N,1,RFPL2
UBA52_UBE2D4,1,RFPL2
UBC_UBE2G2,1,RFPL2
RPS27A_UBE2W,1,RFPL2
BIRC6_UBC,1,RFPL2
RPS27A_UBE2E2,1,RFPL2
UBB_UBE2A,1,RFPL2
UBC_UBE2C,1,RFPL2
UBB_UBE2E3,1,RFPL2
UBB_UBE2NL,1,RFPL2
RPS27A_UBE2S,1,RFPL2
UBB_UBE2R2,1,RFPL2
UBC_UBE2Q1,1,RFPL2
UBA52_UBE2A,1,RFPL2
RPS27A_UBE2B,1,RFPL2
UBB_UBE2G1,1,RFPL2
UBB_UBE2Q2,1,RFPL2
RPS27A_UBE2Q2,1,RFPL2
UBB_UBE2T,1,RFPL2
UBC_UBE2D3,1,RFPL2
BIRC6_UBA52,1,RFPL2
UBA52_UBE2H,1,RFPL2
UBA52_UBE2D1,1,RFPL2
UBA52_UBE2I,1,RFPL2
UBA52_UBE2U,1,RFPL2
UBB_UBE2V1,1,RFPL2
RPS27A_UBE2C,1,RFPL2
UBA52_UBE2V2,1,RFPL2
UBA52_UBE2L3,1,RFPL2
RPS27A_UBE2D4,1,RFPL2
UBA52_UBE2D3,1,RFPL2
UBA52_UBE2J2,1,RFPL2
RPS27A_UBE2T,1,RFPL2
UBB_UBE2S,1,RFPL2
UBC_UBE2U,1,RFPL2
UBC_UBE2S,1,RFPL2
UBB_UBE2I,1,RFPL2
UBA52_UBE2L6,1,RFPL2
UBC_UBE2I,1,RFPL2
UBA52_UBE2D2,1,RFPL2
UBC_UBE2E3,1,RFPL2
RPS27A_UBE2Q1,1,RFPL2
RPS27A_UBE2M,1,RFPL2
UBC_UBE2D4,1,RFPL2
UBB_UBE2B,1,RFPL2
UBB_UBE2L5,1,RFPL2
BIRC6_RPS27A,1,RFPL2
UBC_UBE2NL,1,RFPL2
RPS27A_UBE2U,1,RFPL2
FAM3C,1,LIFR
RCAN1,-1,PPP3CA_PPP3R1
ASH2L_DPY30_KMT2D_RBBP5_SETD1A_SETD1B_WDR5,1,KDM6A
CDC42BPA,1,MYL9
FGFR4,-1,FRS2
GNA13,-1,LATS1
BTK,1,DAPP1
ARHGAP39,-1,RAC1
MAPK1,-1,PPARG
PJA2,1,MFHAS1
MAPK1,-1,KLC1
MDM2,-1,GNAS
FGF12,-1,SCN11A
FBXO9,-1,TTI1
PTEN,-1,GRIN2B
HRH1,1,GNAI3
SRC,1,ATG9A
SMAD3_SMAD4,1,FOS_JUN
GRK5,1,NTSR1
MAPK3,-1,PPARG
DAPK3,1,TP53
NEK2,1,YAP1
SMO,1,GNG12
CDC7,1,TARDBP
TLN1,1,ITGAL_ITGB2
CDK2,-1,PGR
PAK4,1,SNAI2
ATXN7_ATXN7L3_ENY2_KAT2A_KAT2B_SGF29_SUPT20H_SUPT3H_SUPT7L_TADA1_TADA2B_TADA3_TAF10_TAF12_TAF1A_TAF2_TAF5L_TAF6L_TAF8_TAF9_TRRAP_USP22,-1,H3C13
LPAR1,1,GNA13
AKT1,1,PIK3R6
FGFR1,1,ACAT1
APC_PUF60_SIAH1_SKP1_TBL1X,-1,CTNNB1
PPP5C,-1,ABCB1
BTRC_CUL1_SKP1,-1,MTSS1
SLA2,-1,FLT3
PRKCG,-1,TNNI3
PRKAR2B,-1,PRKACB
CDK1,-1,MAP3K11
PGAM5,1,FUNDC1
SPAG9,1,MAPK11
ANKRD11,1,TP53
USP25,1,CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1
CSNK2A2,1,SCN2A
PCSK7,1,PPP2CA
AKT2,-1,BRAF
YES1,1,WBP2
GTF3A,1,BDP1_BRF1_BRF2_TBP
EIF2B1,1,CHEBI:15996_CHEBI:16635_EIF2S1_EIF2S2_EIF2S3
HECTD4,-1,AR
C3_CFB,1,C3
CDK5,-1,PHACTR3
RAB1A,1,GOLGA2
NTN1,1,DSCAM
ATG7,1,MAP1LC3C
MAPK3,1,IL16
STK11,1,MARK4
UNC5C,-1,DCC
KISS1R,1,GNA14
ARAP2,-1,CDC42
TIAM2,1,RAC1
LYST,-1,RAB5A
PRKCZ,-1,IRS1
CHRM5,1,GNAQ
MAST1,-1,PTEN
PPP2CA,-1,PRKCD
FKBP5,-1,NR3C1
VHL,-1,ARNT_HIF1A
BIRC3,1,RIPK2
SMAD3,-1,NKX2-1
PTPN2,-1,GHR
COLGALT2,1,COL1A2
TACR1,1,GNAQ
POT1,1,TERT
PRKCZ,1,ADARB1
CAMK2A,-1,ANKS1B
PRKDC,1,TDP1
TLN1,1,ITGAD_ITGB2
SOCS5,-1,EGFR
LMO2,1,TAL1
FFAR4,1,GNAI3
RPS6KB1,-1,URI1
DOK1,-1,ITGA3_ITGB1
RPS6KA1,1,MAGI1
ROCK1,1,MYL9
CSNK1A1,1,SQSTM1
ACE2,1,AGT
MAP2K4,1,MAPK13
PTPRH,-1,GHR
GNG2,1,PIK3CA_PIK3R1
FURIN,1,VWF
MAVS,1,STING1
PTPN12,-1,ERBB2
RFX3,1,FOXJ1
PRKCB,-1,MAPT
GRK2,-1,MC4R
TRIM25,-1,ZFHX3
LPAR1,1,GNAI3
UBB_UBE2G2,1,DZIP3
UBA52_UBE2G1,1,DZIP3
UBA52_UBE2V1,1,DZIP3
UBA52_UBE2S,1,DZIP3
UBB_UBE2H,1,DZIP3
UBC_UBE2V1,1,DZIP3
UBC_UBE2W,1,DZIP3
UBB_UBE2U,1,DZIP3
UBA52_UBE2T,1,DZIP3
RPS27A_UBE2I,1,DZIP3
UBA52_UBE2J1,1,DZIP3
UBA52_UBE2L5,1,DZIP3
UBC_UBE2J1,1,DZIP3
UBC_UBE2A,1,DZIP3
UBB_UBE2C,1,DZIP3
UBC_UBE2D1,1,DZIP3
UBB_UBE2Q1,1,DZIP3
RPS27A_UBE2G1,1,DZIP3
RPS27A_UBE2D2,1,DZIP3
UBC_UBE2B,1,DZIP3
UBB_UBE2E2,1,DZIP3
UBA52_UBE2Z,1,DZIP3
RPS27A_UBE2L3,1,DZIP3
UBA52_UBE2B,1,DZIP3
UBB_UBE2L6,1,DZIP3
UBC_UBE2H,1,DZIP3
UBB_UBE2J2,1,DZIP3
RPS27A_UBE2L6,1,DZIP3
UBB_UBE2D4,1,DZIP3
RPS27A_UBE2K,1,DZIP3
UBB_UBE2D3,1,DZIP3
RPS27A_UBE2N,1,DZIP3
UBA52_UBE2E1,1,DZIP3
RPS27A_UBE2V1,1,DZIP3
UBC_UBE2Z,1,DZIP3
RPS27A_UBE2H,1,DZIP3
RPS27A_UBE2L5,1,DZIP3
UBA52_UBE2N,1,DZIP3
RPS27A_UBE2D3,1,DZIP3
RPS27A_UBE2R2,1,DZIP3
UBC_UBE2E2,1,DZIP3
UBA52_UBE2W,1,DZIP3
UBC_UBE2L3,1,DZIP3
UBB_UBE2D2,1,DZIP3
UBB_UBE2M,1,DZIP3
RPS27A_UBE2V2,1,DZIP3
RPS27A_UBE2NL,1,DZIP3
BIRC6_UBB,1,DZIP3
UBC_UBE2L6,1,DZIP3
RPS27A_UBE2G2,1,DZIP3
UBA52_UBE2Q1,1,DZIP3
UBC_UBE2M,1,DZIP3
RPS27A_UBE2J1,1,DZIP3
UBC_UBE2E1,1,DZIP3
UBA52_UBE2E2,1,DZIP3
UBC_UBE2Q2,1,DZIP3
RPS27A_UBE2D1,1,DZIP3
UBA52_UBE2G2,1,DZIP3
UBC_UBE2K,1,DZIP3
UBA52_UBE2NL,1,DZIP3
RPS27A_UBE2E1,1,DZIP3
UBB_UBE2J1,1,DZIP3
UBA52_UBE2E3,1,DZIP3
UBB_UBE2K,1,DZIP3
UBC_UBE2V2,1,DZIP3
UBB_UBE2W,1,DZIP3
UBC_UBE2L5,1,DZIP3
UBA52_UBE2R2,1,DZIP3
UBA52_UBE2K,1,DZIP3
UBB_UBE2N,1,DZIP3
UBB_UBE2V2,1,DZIP3
UBA52_UBE2Q2,1,DZIP3
UBA52_UBE2C,1,DZIP3
RPS27A_UBE2A,1,DZIP3
UBC_UBE2G1,1,DZIP3
UBB_UBE2Z,1,DZIP3
UBC_UBE2J2,1,DZIP3
RPS27A_UBE2E3,1,DZIP3
UBC_UBE2R2,1,DZIP3
RPS27A_UBE2Z,1,DZIP3
UBC_UBE2T,1,DZIP3
UBB_UBE2E1,1,DZIP3
UBA52_UBE2M,1,DZIP3
UBB_UBE2D1,1,DZIP3
UBC_UBE2D2,1,DZIP3
UBB_UBE2L3,1,DZIP3
RPS27A_UBE2J2,1,DZIP3
UBC_UBE2N,1,DZIP3
UBA52_UBE2D4,1,DZIP3
UBC_UBE2G2,1,DZIP3
RPS27A_UBE2W,1,DZIP3
BIRC6_UBC,1,DZIP3
RPS27A_UBE2E2,1,DZIP3
UBB_UBE2A,1,DZIP3
UBC_UBE2C,1,DZIP3
UBB_UBE2E3,1,DZIP3
UBB_UBE2NL,1,DZIP3
RPS27A_UBE2S,1,DZIP3
UBB_UBE2R2,1,DZIP3
UBC_UBE2Q1,1,DZIP3
UBA52_UBE2A,1,DZIP3
RPS27A_UBE2B,1,DZIP3
UBB_UBE2G1,1,DZIP3
UBB_UBE2Q2,1,DZIP3
RPS27A_UBE2Q2,1,DZIP3
UBB_UBE2T,1,DZIP3
UBC_UBE2D3,1,DZIP3
BIRC6_UBA52,1,DZIP3
UBA52_UBE2H,1,DZIP3
UBA52_UBE2D1,1,DZIP3
UBA52_UBE2I,1,DZIP3
UBA52_UBE2U,1,DZIP3
UBB_UBE2V1,1,DZIP3
RPS27A_UBE2C,1,DZIP3
UBA52_UBE2V2,1,DZIP3
UBA52_UBE2L3,1,DZIP3
RPS27A_UBE2D4,1,DZIP3
UBA52_UBE2D3,1,DZIP3
UBA52_UBE2J2,1,DZIP3
RPS27A_UBE2T,1,DZIP3
UBB_UBE2S,1,DZIP3
UBC_UBE2U,1,DZIP3
UBC_UBE2S,1,DZIP3
UBB_UBE2I,1,DZIP3
UBA52_UBE2L6,1,DZIP3
UBC_UBE2I,1,DZIP3
UBA52_UBE2D2,1,DZIP3
UBC_UBE2E3,1,DZIP3
RPS27A_UBE2Q1,1,DZIP3
RPS27A_UBE2M,1,DZIP3
UBC_UBE2D4,1,DZIP3
UBB_UBE2B,1,DZIP3
UBB_UBE2L5,1,DZIP3
BIRC6_RPS27A,1,DZIP3
UBC_UBE2NL,1,DZIP3
RPS27A_UBE2U,1,DZIP3
PPP2R1A,-1,MAPT
GSK3B,-1,CTPS1
PPM1D,-1,GPI
TLN1,1,ITGA2_ITGB1
JAK2,1,KDM3A
VRK2,-1,CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1
ARHGEF10,1,RAC1
WWP1,1,AMOTL2
FGF14,-1,SCN4A
OTULIN,1,UBC
PPM1D,-1,CDKN1B
LRRK2,1,ARHGEF7
CENPN,1,CENPA_H2AC4_H2BC11_H4C6
TACR3,1,GNAS
CDK1,-1,PDCD1
PRSS3,1,F2RL1
NTF4,1,NTRK2
CDC7,1,DTD1
CUL1_FBXW7_SKP1,-1,SHOC2
EIF4E,1,MTFP1
COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS8_GPS1,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
AKT1,-1,PHF20
MAPK1,1,PPP1R9B
S1PR2,1,GNAO1
AKT1,1,KDM5A
TIMP1,-1,MMP9
PTPRG,1,DOK2
PDK1,-1,PDHA1
MECP2,1,PRPF3
NBEAL2,1,DOCK7
RPS27A_UBA1,1,UBE2J1
UBA1_UBA52,1,UBE2J1
UBA1_UBB,1,UBE2J1
UBA1_UBC,1,UBE2J1
CTNNA3,1,JUP
PRKACA,1,CBX3
CUL1_RBX1_SKP1,-1,FBXO28
CDK16,1,PRC1
PCSK7,-1,KHSRP
HECTD3,-1,STX8
HACD1,1,FASN
AKT1,1,HK2
FBXO45,-1,SNAI2
HDAC1,-1,YY1
STK11,1,BRSK1
EDNRA,1,GNAO1
KLHL17,-1,GRIK2
INSR,1,DOK1
SIK2,1,LRP6
AKT1,-1,ZYX
NOG,-1,BMPR1A_BMPR1B_BMPR2
CSNK2A1,1,MAPK9
P2RY11,1,GNAO1
MSTN,1,ACVR2B
DYRK1B,1,CDKN1A
PKN1,-1,FOXO1
GSK3B,1,NFKB1_RELA
ATM,1,RNF40
MAPK8,1,MCL1
MAPK1,1,NCF1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,CRY1
CUL3_RBX1_SKP1,-1,EIF4EBP1
GSK3B,-1,KLF5
ING1,-1,SIRT2
HDAC8,1,SMG5
RAPGEF5,1,RAP1A
GNA12,1,RHOA
CSNK2A1,1,DEK
CSNK2A1,-1,EIF4EBP1
EP300,1,PLAG1
HRAS,1,PIK3CG
ITGB1BP1,-1,ITGA4_ITGB1
PRKCD,-1,TACSTD2
H4C6,1,BRDT
MYO9B,-1,RHOA
UBA52_UBE2V1,1,RNF123
CDK1,1,SGO1
CDK1,1,USP9X
MAPK1,1,BCL3
HDAC3,1,FASN
ITGB1BP1,-1,ITGA4_ITGB7
CTNND1,1,CDH5
EPAS1,-1,FOS_JUN
CHUK,-1,MTURN
MAP4K3,1,IQGAP1
S1PR2,1,GNAZ
FBXL12,-1,ALDH3A2
CCNB1_CDK1,1,AMBRA1
ABI1_BRK1_CYFIP1_NCKAP1_WASF1,1,ACTR2_ACTR3_ARPC1A_ARPC2_ARPC3_ARPC4_ARPC5
CSNK2A1,1,WAS
DHX9,1,NFKB1_RELA
UBB_UBE2G2,1,RNF123
UBA52_UBE2G1,1,RNF123
FBXO6,-1,ERO1A
UBA52_UBE2S,1,RNF123
UBB_UBE2H,1,RNF123
UBC_UBE2V1,1,RNF123
UBC_UBE2W,1,RNF123
UBB_UBE2U,1,RNF123
UBA52_UBE2T,1,RNF123
RPS27A_UBE2I,1,RNF123
UBA52_UBE2J1,1,RNF123
UBA52_UBE2L5,1,RNF123
UBC_UBE2J1,1,RNF123
UBC_UBE2A,1,RNF123
UBB_UBE2C,1,RNF123
UBC_UBE2D1,1,RNF123
UBB_UBE2Q1,1,RNF123
RPS27A_UBE2G1,1,RNF123
RPS27A_UBE2D2,1,RNF123
UBC_UBE2B,1,RNF123
UBB_UBE2E2,1,RNF123
UBA52_UBE2Z,1,RNF123
RPS27A_UBE2L3,1,RNF123
UBA52_UBE2B,1,RNF123
UBB_UBE2L6,1,RNF123
UBC_UBE2H,1,RNF123
UBB_UBE2J2,1,RNF123
RPS27A_UBE2L6,1,RNF123
UBB_UBE2D4,1,RNF123
RPS27A_UBE2K,1,RNF123
UBB_UBE2D3,1,RNF123
RPS27A_UBE2N,1,RNF123
UBA52_UBE2E1,1,RNF123
RPS27A_UBE2V1,1,RNF123
UBC_UBE2Z,1,RNF123
RPS27A_UBE2H,1,RNF123
RPS27A_UBE2L5,1,RNF123
UBA52_UBE2N,1,RNF123
RPS27A_UBE2D3,1,RNF123
RPS27A_UBE2R2,1,RNF123
UBC_UBE2E2,1,RNF123
UBA52_UBE2W,1,RNF123
UBC_UBE2L3,1,RNF123
UBB_UBE2D2,1,RNF123
UBB_UBE2M,1,RNF123
RPS27A_UBE2V2,1,RNF123
RPS27A_UBE2NL,1,RNF123
BIRC6_UBB,1,RNF123
UBC_UBE2L6,1,RNF123
RPS27A_UBE2G2,1,RNF123
UBA52_UBE2Q1,1,RNF123
UBC_UBE2M,1,RNF123
RPS27A_UBE2J1,1,RNF123
UBC_UBE2E1,1,RNF123
UBA52_UBE2E2,1,RNF123
UBC_UBE2Q2,1,RNF123
RPS27A_UBE2D1,1,RNF123
UBA52_UBE2G2,1,RNF123
UBC_UBE2K,1,RNF123
UBA52_UBE2NL,1,RNF123
RPS27A_UBE2E1,1,RNF123
UBB_UBE2J1,1,RNF123
UBA52_UBE2E3,1,RNF123
UBB_UBE2K,1,RNF123
UBC_UBE2V2,1,RNF123
UBB_UBE2W,1,RNF123
UBC_UBE2L5,1,RNF123
UBA52_UBE2R2,1,RNF123
UBA52_UBE2K,1,RNF123
UBB_UBE2N,1,RNF123
UBB_UBE2V2,1,RNF123
UBA52_UBE2Q2,1,RNF123
UBA52_UBE2C,1,RNF123
RPS27A_UBE2A,1,RNF123
UBC_UBE2G1,1,RNF123
UBB_UBE2Z,1,RNF123
UBC_UBE2J2,1,RNF123
RPS27A_UBE2E3,1,RNF123
UBC_UBE2R2,1,RNF123
RPS27A_UBE2Z,1,RNF123
UBC_UBE2T,1,RNF123
UBB_UBE2E1,1,RNF123
UBA52_UBE2M,1,RNF123
UBB_UBE2D1,1,RNF123
UBC_UBE2D2,1,RNF123
UBB_UBE2L3,1,RNF123
RPS27A_UBE2J2,1,RNF123
UBC_UBE2N,1,RNF123
UBA52_UBE2D4,1,RNF123
UBC_UBE2G2,1,RNF123
RPS27A_UBE2W,1,RNF123
BIRC6_UBC,1,RNF123
RPS27A_UBE2E2,1,RNF123
UBB_UBE2A,1,RNF123
UBC_UBE2C,1,RNF123
UBB_UBE2E3,1,RNF123
UBB_UBE2NL,1,RNF123
RPS27A_UBE2S,1,RNF123
UBB_UBE2R2,1,RNF123
UBC_UBE2Q1,1,RNF123
UBA52_UBE2A,1,RNF123
RPS27A_UBE2B,1,RNF123
UBB_UBE2G1,1,RNF123
UBB_UBE2Q2,1,RNF123
RPS27A_UBE2Q2,1,RNF123
UBB_UBE2T,1,RNF123
UBC_UBE2D3,1,RNF123
BIRC6_UBA52,1,RNF123
UBA52_UBE2H,1,RNF123
UBA52_UBE2D1,1,RNF123
UBA52_UBE2I,1,RNF123
UBA52_UBE2U,1,RNF123
UBB_UBE2V1,1,RNF123
RPS27A_UBE2C,1,RNF123
UBA52_UBE2V2,1,RNF123
UBA52_UBE2L3,1,RNF123
RPS27A_UBE2D4,1,RNF123
UBA52_UBE2D3,1,RNF123
UBA52_UBE2J2,1,RNF123
RPS27A_UBE2T,1,RNF123
UBB_UBE2S,1,RNF123
UBC_UBE2U,1,RNF123
UBC_UBE2S,1,RNF123
UBB_UBE2I,1,RNF123
UBA52_UBE2L6,1,RNF123
UBC_UBE2I,1,RNF123
UBA52_UBE2D2,1,RNF123
UBC_UBE2E3,1,RNF123
RPS27A_UBE2Q1,1,RNF123
RPS27A_UBE2M,1,RNF123
UBC_UBE2D4,1,RNF123
UBB_UBE2B,1,RNF123
UBB_UBE2L5,1,RNF123
BIRC6_RPS27A,1,RNF123
UBC_UBE2NL,1,RNF123
RPS27A_UBE2U,1,RNF123
CCND3_CDK6,1,RUNX1
F2R,1,GNAI3
PDPK1,1,PRKCZ
PRKCA,1,MBD4
FBXW11,1,SKP1
ATM,1,DGCR8
PLAUR,1,KRT1
UBB_UBE2G2,1,RNF130
UBA52_UBE2G1,1,RNF130
UBA52_UBE2V1,1,RNF130
UBA52_UBE2S,1,RNF130
UBB_UBE2H,1,RNF130
UBC_UBE2V1,1,RNF130
UBC_UBE2W,1,RNF130
UBB_UBE2U,1,RNF130
UBA52_UBE2T,1,RNF130
RPS27A_UBE2I,1,RNF130
UBA52_UBE2J1,1,RNF130
UBA52_UBE2L5,1,RNF130
UBC_UBE2J1,1,RNF130
UBC_UBE2A,1,RNF130
UBB_UBE2C,1,RNF130
UBC_UBE2D1,1,RNF130
UBB_UBE2Q1,1,RNF130
RPS27A_UBE2G1,1,RNF130
RPS27A_UBE2D2,1,RNF130
UBC_UBE2B,1,RNF130
UBB_UBE2E2,1,RNF130
UBA52_UBE2Z,1,RNF130
RPS27A_UBE2L3,1,RNF130
UBA52_UBE2B,1,RNF130
UBB_UBE2L6,1,RNF130
UBC_UBE2H,1,RNF130
UBB_UBE2J2,1,RNF130
RPS27A_UBE2L6,1,RNF130
UBB_UBE2D4,1,RNF130
RPS27A_UBE2K,1,RNF130
UBB_UBE2D3,1,RNF130
RPS27A_UBE2N,1,RNF130
UBA52_UBE2E1,1,RNF130
RPS27A_UBE2V1,1,RNF130
UBC_UBE2Z,1,RNF130
RPS27A_UBE2H,1,RNF130
RPS27A_UBE2L5,1,RNF130
UBA52_UBE2N,1,RNF130
RPS27A_UBE2D3,1,RNF130
RPS27A_UBE2R2,1,RNF130
UBC_UBE2E2,1,RNF130
UBA52_UBE2W,1,RNF130
UBC_UBE2L3,1,RNF130
UBB_UBE2D2,1,RNF130
UBB_UBE2M,1,RNF130
RPS27A_UBE2V2,1,RNF130
RPS27A_UBE2NL,1,RNF130
BIRC6_UBB,1,RNF130
UBC_UBE2L6,1,RNF130
RPS27A_UBE2G2,1,RNF130
UBA52_UBE2Q1,1,RNF130
UBC_UBE2M,1,RNF130
RPS27A_UBE2J1,1,RNF130
UBC_UBE2E1,1,RNF130
UBA52_UBE2E2,1,RNF130
UBC_UBE2Q2,1,RNF130
RPS27A_UBE2D1,1,RNF130
UBA52_UBE2G2,1,RNF130
UBC_UBE2K,1,RNF130
UBA52_UBE2NL,1,RNF130
RPS27A_UBE2E1,1,RNF130
UBB_UBE2J1,1,RNF130
UBA52_UBE2E3,1,RNF130
UBB_UBE2K,1,RNF130
UBC_UBE2V2,1,RNF130
UBB_UBE2W,1,RNF130
UBC_UBE2L5,1,RNF130
UBA52_UBE2R2,1,RNF130
UBA52_UBE2K,1,RNF130
UBB_UBE2N,1,RNF130
UBB_UBE2V2,1,RNF130
UBA52_UBE2Q2,1,RNF130
UBA52_UBE2C,1,RNF130
RPS27A_UBE2A,1,RNF130
UBC_UBE2G1,1,RNF130
UBB_UBE2Z,1,RNF130
UBC_UBE2J2,1,RNF130
RPS27A_UBE2E3,1,RNF130
UBC_UBE2R2,1,RNF130
RPS27A_UBE2Z,1,RNF130
UBC_UBE2T,1,RNF130
UBB_UBE2E1,1,RNF130
UBA52_UBE2M,1,RNF130
UBB_UBE2D1,1,RNF130
UBC_UBE2D2,1,RNF130
UBB_UBE2L3,1,RNF130
RPS27A_UBE2J2,1,RNF130
UBC_UBE2N,1,RNF130
UBA52_UBE2D4,1,RNF130
UBC_UBE2G2,1,RNF130
RPS27A_UBE2W,1,RNF130
BIRC6_UBC,1,RNF130
RPS27A_UBE2E2,1,RNF130
UBB_UBE2A,1,RNF130
UBC_UBE2C,1,RNF130
UBB_UBE2E3,1,RNF130
UBB_UBE2NL,1,RNF130
RPS27A_UBE2S,1,RNF130
UBB_UBE2R2,1,RNF130
UBC_UBE2Q1,1,RNF130
UBA52_UBE2A,1,RNF130
RPS27A_UBE2B,1,RNF130
UBB_UBE2G1,1,RNF130
UBB_UBE2Q2,1,RNF130
RPS27A_UBE2Q2,1,RNF130
UBB_UBE2T,1,RNF130
UBC_UBE2D3,1,RNF130
BIRC6_UBA52,1,RNF130
UBA52_UBE2H,1,RNF130
UBA52_UBE2D1,1,RNF130
UBA52_UBE2I,1,RNF130
UBA52_UBE2U,1,RNF130
UBB_UBE2V1,1,RNF130
RPS27A_UBE2C,1,RNF130
UBA52_UBE2V2,1,RNF130
UBA52_UBE2L3,1,RNF130
RPS27A_UBE2D4,1,RNF130
UBA52_UBE2D3,1,RNF130
UBA52_UBE2J2,1,RNF130
RPS27A_UBE2T,1,RNF130
UBB_UBE2S,1,RNF130
UBC_UBE2U,1,RNF130
UBC_UBE2S,1,RNF130
UBB_UBE2I,1,RNF130
UBA52_UBE2L6,1,RNF130
UBC_UBE2I,1,RNF130
UBA52_UBE2D2,1,RNF130
UBC_UBE2E3,1,RNF130
RPS27A_UBE2Q1,1,RNF130
RPS27A_UBE2M,1,RNF130
UBC_UBE2D4,1,RNF130
UBB_UBE2B,1,RNF130
UBB_UBE2L5,1,RNF130
BIRC6_RPS27A,1,RNF130
UBC_UBE2NL,1,RNF130
RPS27A_UBE2U,1,RNF130
UBB_UBE2G2,1,TRIM32
UBA52_UBE2G1,1,TRIM32
UBA52_UBE2V1,1,TRIM32
UBA52_UBE2S,1,TRIM32
UBB_UBE2H,1,TRIM32
UBC_UBE2V1,1,TRIM32
UBC_UBE2W,1,TRIM32
UBB_UBE2U,1,TRIM32
UBA52_UBE2T,1,TRIM32
RPS27A_UBE2I,1,TRIM32
UBA52_UBE2J1,1,TRIM32
UBA52_UBE2L5,1,TRIM32
UBC_UBE2J1,1,TRIM32
UBC_UBE2A,1,TRIM32
UBB_UBE2C,1,TRIM32
UBC_UBE2D1,1,TRIM32
UBB_UBE2Q1,1,TRIM32
RPS27A_UBE2G1,1,TRIM32
RPS27A_UBE2D2,1,TRIM32
UBC_UBE2B,1,TRIM32
UBB_UBE2E2,1,TRIM32
UBA52_UBE2Z,1,TRIM32
RPS27A_UBE2L3,1,TRIM32
UBA52_UBE2B,1,TRIM32
UBB_UBE2L6,1,TRIM32
UBC_UBE2H,1,TRIM32
UBB_UBE2J2,1,TRIM32
RPS27A_UBE2L6,1,TRIM32
UBB_UBE2D4,1,TRIM32
RPS27A_UBE2K,1,TRIM32
